gene name	test_pipeline	first_sample	second_sample	third_sample
RP11-148B6.2	0.0	0.0	2.0	0.0
LINC00603	0.0	0.0	0.0	0.0
RP11-348J24.2	0.0	0.0	0.0	0.0
MTND4P9	0.0	0.0	0.0	0.0
RARRES2P4	0.0	0.0	0.0	0.0
RP11-321E2.8	0.0	0.0	0.0	0.0
LINC01018	0.0	0.0	0.0	0.0
RP11-576N17.5	0.0	0.0	0.0	0.0
RP11-332J15.2	0.0	0.0	0.0	0.0
RP11-541P9.3	0.0	0.0	0.0	0.0
RP11-778J15.1	0.0	0.0	0.0	0.0
RP11-123O22.1	0.0	0.0	0.0	0.0
RP11-141O11.1	0.0	0.0	0.0	0.0
YJEFN3	17.0	0.0	0.0	0.0
RP11-576C12.1	0.0	0.0	0.0	0.0
CTB-131B5.2	0.0	0.0	0.0	0.0
CTD-2060C23.1	0.0	0.0	0.0	0.0
CTC-529P8.1	0.0	0.0	0.0	0.0
RP11-677M14.3	0.0	0.0	0.0	0.0
AC006499.4	0.0	0.0	0.0	0.0
RP11-584P21.2	0.0	0.0	0.0	0.0
RP11-141P6.1	0.0	0.0	0.0	0.0
RP11-577G20.2	0.0	0.0	0.0	0.0
RP11-560A7.1	0.0	0.0	0.0	0.0
CTB-88F18.2	0.0	0.0	0.0	0.0
CTD-2116N20.1	0.0	0.0	0.0	0.0
RP11-796L2.1	0.0	0.0	0.0	0.0
RP11-485B17.5	0.0	0.0	0.0	0.0
RP11-432M8.1	0.0	0.0	0.0	0.0
RP13-401N8.3	0.0	0.0	0.0	0.0
DNAH10OS	0.0	0.0	0.0	0.0
RP11-556G22.3	0.0	0.0	0.0	0.0
NREP-AS1	0.0	0.0	0.0	0.0
RP11-22A3.1	0.0	0.0	0.0	0.0
RP11-12P19.2	0.0	0.0	0.0	0.0
RP13-644M16.3	0.0	0.0	0.0	0.0
RP11-1252I4.2	0.0	0.0	0.0	0.0
RP11-314N14.1	0.0	26.0	0.0	0.0
PANCR	0.0	0.0	0.0	6.0
CTD-3074O7.2	0.0	0.0	0.0	0.0
ANKRD33B-AS1	0.0	0.0	0.0	0.0
CACNA1G-AS1	0.0	0.0	0.0	0.0
AC107982.4	0.0	0.0	0.0	0.0
CTB-95B16.1	0.0	0.0	0.0	0.0
AK3P2	0.0	0.0	0.0	0.0
RP11-417F21.1	0.0	0.0	0.0	0.0
RP11-136H13.2	0.0	0.0	0.0	0.0
PCDHA10	0.0	0.0	0.0	0.0
CTD-2013M15.1	0.0	0.0	0.0	0.0
CTC-261N6.2	0.0	0.0	0.0	0.0
RP11-707A18.1	0.0	0.0	0.0	0.0
RP13-884E18.2	0.0	0.0	0.0	0.0
CTD-2117L12.1	0.0	0.0	0.0	0.0
RP11-265F19.1	0.0	0.0	0.0	0.0
RP11-616K22.1	0.0	0.0	0.0	0.0
RP11-130F10.1	0.0	3.0	0.0	0.0
RP11-359B12.2	0.0	22.0	0.0	4.0
HOXC-AS2	0.0	0.0	0.0	0.0
RP4-622L5.2	0.0	0.0	0.0	0.0
RP11-380P13.1	0.0	0.0	0.0	0.0
RP11-848G14.5	0.0	0.0	0.0	0.0
CTD-2517O10.5	0.0	0.0	0.0	0.0
RP11-208N20.1	0.0	0.0	0.0	0.0
RP11-553P9.1	0.0	0.0	0.0	0.0
CTD-2285G11.1	0.0	0.0	0.0	0.0
MORF4L2P1	0.0	0.0	0.0	0.0
KRT8P31	0.0	0.0	0.0	0.0
RP11-399F2.2	0.0	0.0	0.0	0.0
RP11-436A7.1	0.0	0.0	0.0	0.0
ARPC4-TTLL3	1.0	0.0	0.0	0.0
CTD-2353F22.1	0.0	0.0	0.0	0.0
CTC-498M16.2	0.0	1.0	0.0	0.0
RP11-254I22.2	0.0	0.0	0.0	0.0
RP11-381K20.2	0.0	0.0	0.0	0.0
TRMT112P5	0.0	0.0	0.0	0.0
CSNK1A1P3	0.0	0.0	0.0	0.0
RP11-5N11.6	0.0	0.0	0.0	0.0
RP11-268P4.5	0.0	0.0	0.0	0.0
CTC-321K16.1	0.0	0.0	0.0	0.0
MTND5P13	0.0	0.0	0.0	0.0
RASA2-IT1	0.0	0.0	0.0	0.0
RP11-661C8.3	0.0	0.0	0.0	0.0
MYLK-AS2	0.0	0.0	0.0	0.0
RP11-138A23.2	0.0	0.0	0.0	0.0
EEF1A1P13	6.0	0.0	0.0	3.0
RP11-96A1.4	0.0	0.0	0.0	0.0
RCC2P8	0.0	0.0	0.0	0.0
RP11-1079K10.4	0.0	0.0	0.0	0.0
RP11-362F19.2	0.0	0.0	0.0	0.0
RP11-292B1.2	0.0	0.0	0.0	0.0
RP11-285A15.1	0.0	0.0	0.0	0.0
RP11-300M6.1	0.0	0.0	0.0	0.0
RP11-419L4.1	0.0	0.0	0.0	0.0
RP11-257I8.1	0.0	0.0	0.0	0.0
RP11-371F15.3	0.0	0.0	0.0	0.0
HMGN1P15	0.0	0.0	0.0	0.0
RP11-143A12.3	0.0	0.0	0.0	0.0
RP13-577H12.3	0.0	0.0	0.0	0.0
RP11-397E7.2	0.0	0.0	0.0	0.0
AC006335.6	0.0	0.0	0.0	0.0
YWHAEP4	0.0	0.0	0.0	0.0
AC079776.6	0.0	0.0	0.0	0.0
FZD10-AS1	0.0	0.0	0.0	0.0
SEPT14P9	0.0	0.0	0.0	0.0
RP11-488I4.2	0.0	0.0	0.0	0.0
RP13-488H8.1	0.0	0.0	0.0	0.0
CIR1P2	0.0	0.0	0.0	0.0
ALDH1L1-AS1	0.0	0.0	0.0	0.0
LTV1P1	0.0	0.0	0.0	0.0
RP11-692D12.1	0.0	4.0	0.0	0.0
KRT8P32	0.0	0.0	0.0	0.0
CTC-338M12.5	0.0	0.0	0.0	0.0
LINC01216	0.0	0.0	0.0	0.0
TRIM60P14	0.0	0.0	0.0	0.0
RP11-397D21.1	0.0	0.0	0.0	0.0
RP11-855O10.2	0.0	0.0	0.0	0.0
USP17L16P	0.0	0.0	0.0	0.0
none	0.0	0.0	0.0	0.0
CTD-2024P10.1	0.0	0.0	0.0	0.0
CTC-498J12.1	0.0	0.0	0.0	0.0
Z95704.3	0.0	0.0	0.0	0.0
CTD-2154I11.2	0.0	0.0	0.0	0.0
RP11-9G1.3	0.0	0.0	0.0	0.0
RP11-438C19.1	0.0	0.0	0.0	0.0
RP11-120A1.1	0.0	0.0	0.0	0.0
CTB-49A3.4	0.0	0.0	0.0	0.0
SEPHS2P1	0.0	0.0	0.0	0.0
RP11-30P21.2	0.0	0.0	0.0	0.0
CTD-2350J17.1	0.0	0.0	0.0	0.0
PKD1P6	0.0	0.0	0.0	0.0
RP11-342A1.1	0.0	0.0	0.0	0.0
RP11-1072N2.2	0.0	0.0	0.0	0.0
PTTG2	0.0	0.0	0.0	0.0
RP11-267A15.3	0.0	0.0	0.0	0.0
LDHAL6DP	0.0	0.0	0.0	0.0
CTC-431G16.2	0.0	0.0	0.0	0.0
RP11-460I19.2	0.0	0.0	0.0	0.0
RP11-325L7.2	0.0	0.0	0.0	0.0
CCDC74BP1	0.0	0.0	0.0	0.0
RP11-765K14.1	0.0	0.0	0.0	0.0
XXbac-BPG246D15.9	0.0	0.0	0.0	1.0
LINC01612	0.0	0.0	0.0	0.0
RP11-122A21.2	0.0	0.0	0.0	0.0
ALG1L14P	0.0	0.0	0.0	0.0
RP11-64D22.5	0.0	0.0	0.0	0.0
TRMT112P1	0.0	0.0	0.0	0.0
PSMC1P5	0.0	0.0	0.0	0.0
CTB-114C7.4	0.0	0.0	0.0	0.0
RP11-468N14.11	0.0	0.0	0.0	0.0
RP11-305O6.3	0.0	0.0	0.0	0.0
RP5-875H18.4	0.0	0.0	0.0	0.0
CTB-1I21.1	1.0	0.0	2.0	0.0
RP11-94C24.8	0.0	0.0	0.0	0.0
VWA8P1	0.0	0.0	0.0	0.0
NCAPGP1	0.0	0.0	0.0	0.0
RP11-451F20.1	0.0	0.0	0.0	0.0
CRYZP2	0.0	0.0	0.0	0.0
RDH10-AS1	0.0	0.0	0.0	0.0
RP11-321E2.9	0.0	0.0	0.0	0.0
GIMD1	0.0	0.0	0.0	0.0
MRPS31P4	0.0	0.0	0.0	0.0
RP11-696N14.3	0.0	0.0	0.0	0.0
LINC01618	0.0	2.0	0.0	12.0
RP11-356J5.12	0.0	0.0	0.0	0.0
ZBED1P1	0.0	0.0	0.0	0.0
KIAA1456	0.0	0.0	0.0	0.0
CTC-498M16.3	0.0	0.0	0.0	0.0
TUBB8P3	0.0	0.0	0.0	0.0
SALL4P1	0.0	0.0	0.0	0.0
CTC-345K18.2	0.0	0.0	0.0	0.0
RP5-1029K10.4	0.0	0.0	0.0	0.0
ZNF718	4.0	4.0	5.0	0.0
RP11-5P22.3	0.0	0.0	0.0	0.0
RP11-44F21.4	0.0	0.0	0.0	0.0
RP11-618M23.1	0.0	0.0	0.0	0.0
SMIM20	286.0	138.0	35.0	195.0
CTA-963H5.5	0.0	0.0	0.0	0.0
CTD-2272G21.3	0.0	0.0	0.0	0.0
CTD-2269F5.1	0.0	0.0	0.0	0.0
RP11-478C6.4	0.0	1.0	0.0	0.0
CTB-51E13.1	0.0	0.0	0.0	0.0
MRPL22P1	0.0	0.0	0.0	0.0
IGBP1P4	0.0	0.0	0.0	0.0
RP11-284M14.1	0.0	0.0	0.0	0.0
RPSAP70	0.0	0.0	0.0	0.0
MGC32805	0.0	0.0	0.0	0.0
KDELC1P1	0.0	0.0	0.0	0.0
CTC-422A18.2	0.0	0.0	0.0	0.0
LINC01340	0.0	0.0	0.0	0.0
CTD-2272G21.2	0.0	0.0	0.0	0.0
RP11-4O3.1	0.0	0.0	0.0	0.0
LINC00989	0.0	0.0	0.0	0.0
LINC01021	0.0	0.0	0.0	0.0
RP11-395I6.2	0.0	0.0	0.0	0.0
CXCL1P1	0.0	0.0	0.0	0.0
RP11-577G20.1	0.0	0.0	0.0	0.0
RP11-785F11.1	0.0	0.0	0.0	0.0
SNRPCP16	0.0	0.0	0.0	0.0
CTC-255N20.1	0.0	0.0	0.0	0.0
RP11-647P12.1	0.0	0.0	0.0	0.0
RP11-780M14.1	0.0	0.0	0.0	0.0
EEF1GP2	0.0	0.0	0.0	0.0
AC005740.4	0.0	0.0	0.0	0.0
RP11-466P24.6	0.0	0.0	0.0	0.0
RP5-972B16.2	0.0	0.0	0.0	0.0
RP11-731D1.3	0.0	0.0	0.0	0.0
RP11-432M8.10	0.0	0.0	0.0	0.0
RP11-76G10.1	0.0	0.0	0.0	0.0
HSPE1P23	0.0	0.0	0.0	0.0
RP11-503L19.1	0.0	0.0	0.0	0.0
RP11-159K7.2	0.0	0.0	0.0	0.0
PTP4A1P4	0.0	0.0	0.0	0.0
CTD-2089N3.1	0.0	0.0	0.0	0.0
GYPB	0.0	0.0	0.0	0.0
AC008592.5	0.0	0.0	0.0	0.0
KRT18P21	0.0	0.0	0.0	1.0
CTD-2213F21.2	82.0	31.0	0.0	12.0
TUNAR	0.0	0.0	0.0	0.0
RP11-22A3.2	0.0	0.0	0.0	0.0
MARK2P4	0.0	0.0	0.0	0.0
TRIM75P	0.0	0.0	0.0	0.0
RP11-340A13.3	0.0	0.0	0.0	0.0
CTD-2005D20.1	0.0	0.0	0.0	0.0
CTC-467M3.3	0.0	0.0	0.0	0.0
RP11-119J18.1	0.0	0.0	0.0	0.0
RP11-23P13.4	0.0	0.0	0.0	0.0
UNC93B4	0.0	0.0	0.0	0.0
CTD-2197I11.1	0.0	0.0	0.0	0.0
UBE2CP3	0.0	0.0	0.0	0.0
RP11-310P5.2	0.0	0.0	0.0	0.0
RP11-432M8.11	0.0	0.0	0.0	0.0
RP11-136K7.2	0.0	0.0	0.0	0.0
MTND6P2	0.0	0.0	0.0	0.0
RP11-338H14.1	0.0	0.0	0.0	0.0
CTD-2160D9.1	0.0	0.0	0.0	0.0
RP11-700N1.1	0.0	0.0	0.0	0.0
RP11-480G3.1	0.0	0.0	0.0	0.0
RP11-1391J7.1	0.0	0.0	0.0	0.0
RP11-27G13.4	0.0	0.0	0.0	0.0
LINC00977	0.0	0.0	0.0	0.0
RP11-395P13.4	0.0	0.0	0.0	0.0
RP11-15B17.2	0.0	0.0	0.0	0.0
RP11-114H7.2	0.0	0.0	0.0	0.0
RP13-539F13.3	0.0	0.0	0.0	0.0
CTB-99A3.1	0.0	0.0	0.0	0.0
CTB-3M24.3	0.0	0.0	0.0	0.0
RP11-714G18.1	0.0	0.0	0.0	0.0
RP11-257I8.2	0.0	0.0	0.0	0.0
KLHL2P1	0.0	0.0	0.0	0.0
RP11-448G15.1	0.0	0.0	1.0	0.0
CTC-461F20.1	0.0	0.0	0.0	0.0
SEC63P2	0.0	0.0	0.0	0.0
CTD-2194D22.2	0.0	0.0	0.0	0.0
RP11-503D12.1	0.0	0.0	0.0	0.0
AACSP1	0.0	0.0	0.0	0.0
RP11-83M16.6	0.0	0.0	0.0	0.0
RP11-484L7.1	0.0	0.0	0.0	0.0
KIAA1210	0.0	0.0	0.0	0.0
RP5-877J2.1	0.0	0.0	0.0	0.0
OR7E35P	0.0	0.0	0.0	0.0
FTLP10	0.0	0.0	0.0	0.0
HNCAT21	0.0	0.0	0.0	0.0
RP11-1082L8.1	0.0	0.0	0.0	0.0
RP11-366M4.15	0.0	0.0	0.0	0.0
RP13-577H12.2	0.0	0.0	0.0	0.0
LINC01598	0.0	0.0	0.0	0.0
CLSTN2-AS1	0.0	0.0	0.0	0.0
RP11-622A1.2	0.0	0.0	0.0	0.0
RP11-116A1.1	0.0	0.0	0.0	0.0
CTD-2308B18.2	0.0	0.0	0.0	0.0
RP11-47F1.1	0.0	0.0	0.0	39.0
EIF3KP3	0.0	0.0	0.0	0.0
CCT5P1	0.0	0.0	0.0	0.0
LINC01332	0.0	0.0	0.0	0.0
CTD-2081C10.1	0.0	0.0	0.0	0.0
RP11-19O2.2	0.0	0.0	0.0	0.0
HOXC-AS1	0.0	0.0	0.0	0.0
CTD-2134P3.1	0.0	0.0	0.0	0.0
RP11-648M2.1	0.0	0.0	0.0	0.0
AC006552.1	0.0	0.0	0.0	0.0
RP11-107E21.1	0.0	0.0	0.0	0.0
RP11-631M6.2	0.0	0.0	3.0	0.0
LRRC37BP1	26.0	0.0	1.0	48.0
LRRC34P2	0.0	0.0	0.0	0.0
RP11-227F19.1	0.0	0.0	0.0	0.0
AP000351.3	0.0	0.0	0.0	0.0
GMPSP1	0.0	0.0	0.0	0.0
TRIM36-IT1	0.0	0.0	0.0	0.0
DUTP7	0.0	0.0	0.0	0.0
WBP1LP2	0.0	0.0	0.0	0.0
RP11-312A15.3	0.0	0.0	0.0	0.0
ENPP7P9	0.0	0.0	0.0	0.0
CHCHD10	5.0	10.0	0.0	2.0
RP11-101B14.1	0.0	0.0	0.0	0.0
CTD-2247C11.1	0.0	0.0	0.0	0.0
DUX4L51	0.0	0.0	0.0	0.0
PPM1AP1	0.0	0.0	0.0	0.0
RP11-728C8.1	0.0	0.0	0.0	0.0
EXOC7P1	0.0	0.0	0.0	0.0
FAM218A	0.0	0.0	0.0	0.0
RP11-6C14.1	0.0	0.0	0.0	0.0
FLJ33360	0.0	0.0	0.0	0.0
INTS6P1	0.0	0.0	0.0	0.0
RP11-640N11.2	0.0	0.0	0.0	0.0
RP11-162D9.1	0.0	0.0	0.0	0.0
ABT1P1	0.0	0.0	0.0	0.0
AC007126.1	0.0	0.0	0.0	0.0
RP11-119H12.3	0.0	0.0	0.0	0.0
RP11-98O2.1	0.0	0.0	0.0	0.0
RP11-401I19.1	0.0	0.0	0.0	0.0
KRT18P51	0.0	0.0	0.0	0.0
AC006499.3	0.0	0.0	0.0	0.0
CDK3	0.0	0.0	0.0	0.0
AC008984.6	0.0	0.0	0.0	0.0
RP11-757G1.6	1.0	0.0	0.0	0.0
CTC-573N18.1	0.0	0.0	0.0	0.0
GPR162	0.0	0.0	0.0	0.0
RP11-380D23.1	0.0	0.0	0.0	0.0
RP11-96P7.1	0.0	0.0	0.0	0.0
RP11-515C16.7	0.0	0.0	0.0	0.0
RP11-380I10.2	0.0	0.0	0.0	0.0
LDHAL6CP	0.0	0.0	0.0	0.0
RP11-680H20.2	0.0	0.0	0.0	0.0
AC004066.3	0.0	0.0	0.0	0.0
RP11-756P10.1	0.0	0.0	0.0	0.0
RP11-730N24.2	0.0	0.0	0.0	0.0
CCT6P2	1.0	0.0	0.0	0.0
CTD-2247C11.5	0.0	0.0	0.0	0.0
RP11-727M10.1	0.0	0.0	0.0	0.0
STK19B	0.0	0.0	0.0	0.0
ABHD17AP3	0.0	0.0	0.0	0.0
RP11-92A5.2	0.0	0.0	0.0	0.0
KRT8P33	0.0	0.0	0.0	0.0
RP11-58H15.3	0.0	0.0	0.0	0.0
RP11-302F12.10	0.0	0.0	0.0	0.0
RP11-442N1.1	0.0	0.0	0.0	0.0
CTC-493L21.1	0.0	0.0	0.0	0.0
RP11-8L2.1	0.0	0.0	0.0	0.0
RP11-719L21.1	0.0	0.0	0.0	0.0
RP11-47I22.2	0.0	0.0	0.0	0.0
PPBPP1	0.0	0.0	0.0	0.0
RP11-254I22.1	0.0	0.0	0.0	0.0
CTC-467M3.2	0.0	0.0	0.0	0.0
CCDC34P1	0.0	0.0	0.0	0.0
RP11-432M8.3	0.0	0.0	0.0	0.0
RP11-598G2.1	0.0	0.0	0.0	0.0
OR7E59P	0.0	0.0	0.0	0.0
RPL38P4	0.0	0.0	0.0	0.0
KNOP1P5	0.0	0.0	0.0	0.0
RP11-215P8.4	0.0	0.0	0.0	0.0
ATP6V1E2	0.0	0.0	0.0	0.0
UGT2B29P	0.0	0.0	0.0	0.0
CTD-2154H6.1	0.0	0.0	0.0	0.0
RP11-333E13.2	0.0	0.0	0.0	0.0
NTAN1P2	0.0	0.0	0.0	0.0
GLI4	0.0	2.0	0.0	10.0
RP11-529H2.1	0.0	0.0	0.0	0.0
AC006499.5	0.0	0.0	0.0	0.0
CTD-2275D10.2	0.0	0.0	0.0	0.0
RP4-669L17.8	0.0	0.0	0.0	0.0
CTD-2154B17.1	0.0	0.0	0.0	0.0
RP11-577B7.1	0.0	0.0	0.0	0.0
CTD-2297D10.2	0.0	0.0	0.0	0.0
SNRPCP8	0.0	0.0	0.0	0.0
SMAD1-AS2	0.0	0.0	0.0	0.0
CTD-2233C11.2	0.0	0.0	0.0	0.0
LINC01511	0.0	0.0	0.0	0.0
LINC00604	0.0	0.0	0.0	0.0
HPRT1P2	0.0	0.0	0.0	0.0
none	8.0	29.0	0.0	0.0
RP11-565A3.2	0.0	0.0	0.0	0.0
PRSS3P1	0.0	0.0	0.0	0.0
RP11-39E3.3	0.0	0.0	0.0	0.0
RP11-433B3.1	0.0	0.0	0.0	0.0
RP11-440I14.2	0.0	0.0	0.0	0.0
RP11-725M22.1	0.0	0.0	0.0	0.0
AC064853.3	0.0	0.0	0.0	0.0
ROPN1L-AS1	0.0	0.0	0.0	0.0
RP11-517I3.1	0.0	0.0	0.0	12.0
CTC-228N24.2	0.0	0.0	0.0	0.0
RP11-597D13.8	0.0	0.0	0.0	0.0
RP11-933H2.4	0.0	0.0	0.0	0.0
RP11-158C21.2	0.0	0.0	0.0	0.0
RP11-339D20.1	0.0	0.0	0.0	0.0
RP11-618I10.2	0.0	0.0	0.0	0.0
RP11-136I13.1	0.0	0.0	0.0	0.0
AC007078.4	0.0	0.0	0.0	0.0
CTC-564N23.2	0.0	0.0	0.0	0.0
RP11-455F5.3	78.0	0.0	0.0	0.0
RP11-548K12.9	0.0	0.0	0.0	0.0
CTD-2215L10.1	0.0	0.0	0.0	0.0
RP11-91J3.3	0.0	0.0	0.0	0.0
RP11-612J15.3	0.0	0.0	0.0	0.0
RP11-317B7.3	0.0	0.0	0.0	0.0
MTCYBP43	0.0	0.0	0.0	0.0
RP1-142F18.2	0.0	0.0	0.0	0.0
RP11-756P10.2	0.0	0.0	0.0	0.0
TTC39CP1	0.0	0.0	0.0	0.0
RP11-122C5.3	0.0	0.0	0.0	0.0
MTCO1P35	0.0	0.0	0.0	0.0
RP3-513G18.2	0.0	0.0	0.0	0.0
LINC01182	0.0	0.0	0.0	0.0
CTD-3224K15.2	0.0	0.0	0.0	0.0
RP11-335L23.2	0.0	0.0	0.0	0.0
RP11-359P18.1	0.0	0.0	0.0	0.0
OR7E41P	0.0	0.0	0.0	0.0
XXbac-BPG32J3.19	0.0	0.0	0.0	0.0
RP11-642E20.5	0.0	0.0	0.0	0.0
RP11-93K22.6	0.0	0.0	0.0	0.0
RP11-295K3.1	0.0	0.0	0.0	0.0
CTD-2228K2.1	0.0	0.0	0.0	0.0
RP11-530I17.1	0.0	0.0	0.0	0.0
RP11-492L8.1	0.0	0.0	0.0	0.0
PABPC1P7	0.0	0.0	0.0	0.0
RP11-834C11.7	0.0	0.0	0.0	0.0
RP11-61G24.1	0.0	0.0	0.0	0.0
ST3GAL1P1	0.0	0.0	0.0	0.0
RP11-1E6.1	0.0	0.0	0.0	0.0
RP11-138B4.1	0.0	0.0	0.0	0.0
RP11-864I4.3	0.0	0.0	0.0	0.0
HNRNPKP5	0.0	0.0	0.0	0.0
RP11-775H9.1	0.0	0.0	0.0	0.0
LINC01596	0.0	0.0	0.0	0.0
RP11-321E2.12	0.0	0.0	0.0	0.0
CTD-2296D1.2	0.0	0.0	0.0	0.0
RP11-83M16.3	0.0	0.0	0.0	0.0
AC004063.1	0.0	0.0	0.0	0.0
CTD-2017D15.1	0.0	0.0	0.0	0.0
RP11-6L6.2	0.0	0.0	0.0	0.0
RP11-798K23.1	0.0	0.0	0.0	0.0
RP11-576N17.2	0.0	0.0	0.0	0.0
CTB-161M19.1	0.0	0.0	0.0	0.0
RP3-368B9.2	0.0	0.0	0.0	0.0
LINC00491	0.0	0.0	0.0	23.0
ADI1P2	0.0	0.0	0.0	0.0
RP11-486L19.2	0.0	0.0	0.0	0.0
RP1-240B8.3	0.0	0.0	0.0	0.0
RP11-497H16.7	0.0	0.0	0.0	0.0
TRAJ55	0.0	0.0	0.0	0.0
CTB-35F21.4	0.0	0.0	0.0	0.0
RPF2P2	0.0	0.0	0.0	0.0
CTD-2074D8.1	0.0	0.0	0.0	0.0
RP11-704M14.1	0.0	0.0	0.0	0.0
CTD-2066L21.3	0.0	0.0	0.0	0.0
RP11-392B6.1	0.0	0.0	0.0	0.0
AP000892.4	0.0	0.0	0.0	0.0
CTD-2533K21.1	0.0	0.0	0.0	0.0
RP11-423J7.1	0.0	0.0	0.0	0.0
CTC-470C15.1	0.0	0.0	0.0	0.0
RP11-18H21.2	0.0	0.0	0.0	0.0
RP11-161D15.1	0.0	0.0	0.0	0.0
CCDC169-SOHLH2	0.0	0.0	0.0	0.0
OR7E99P	0.0	0.0	0.0	0.0
PRELID3BP7	0.0	0.0	0.0	0.0
RP11-366M4.14	0.0	0.0	0.0	0.0
RP11-1149O23.4	0.0	0.0	0.0	0.0
RP11-432M8.19	0.0	0.0	0.0	0.0
LINC01017	0.0	0.0	0.0	0.0
RP11-322N21.2	0.0	0.0	0.0	0.0
HMGB1P22	0.0	0.0	0.0	0.0
SELENOP	409.0	777.0	50.0	395.0
RP11-79E3.2	0.0	0.0	0.0	0.0
RP11-511B7.1	0.0	0.0	0.0	0.0
RP11-616K6.1	0.0	0.0	0.0	0.0
RP11-959I15.1	0.0	0.0	0.0	0.0
AC010468.3	0.0	0.0	0.0	0.0
HMGB3P3	0.0	0.0	0.0	0.0
TPM3P6	3.0	0.0	0.0	5.0
RPEP1	0.0	0.0	0.0	0.0
C8orf17	0.0	0.0	0.0	0.0
RP11-404E16.1	0.0	0.0	0.0	0.0
RP11-567N4.3	0.0	0.0	0.0	0.0
LINC01262	0.0	0.0	0.0	0.0
RP11-710F7.2	0.0	0.0	0.0	0.0
NT5C1B-RDH14	0.0	0.0	0.0	0.0
RP11-834C11.4	70.0	26.0	0.0	3.0
USP17L20	0.0	0.0	0.0	0.0
RP11-39C10.1	0.0	0.0	0.0	0.0
RP11-232L2.1	0.0	0.0	0.0	0.0
RP11-230G5.2	0.0	0.0	0.0	0.0
RP11-451H23.1	0.0	0.0	0.0	0.0
OR5BM1P	0.0	0.0	0.0	0.0
RP11-613C6.2	0.0	0.0	0.0	0.0
RPL23AP96	0.0	0.0	0.0	0.0
RP11-241F15.10	0.0	0.0	0.0	0.0
RP11-386B13.3	0.0	0.0	0.0	0.0
RP11-225B17.1	0.0	0.0	0.0	0.0
RP11-440I14.4	0.0	0.0	0.0	0.0
RP11-711G10.1	0.0	0.0	0.0	0.0
RP1-313L4.4	0.0	0.0	0.0	0.0
CTD-2152M20.2	0.0	0.0	0.0	0.0
AC138035.1	0.0	0.0	0.0	0.0
RP11-1084J3.3	0.0	0.0	0.0	0.0
DPP3P1	0.0	0.0	0.0	0.0
RP11-241F15.3	0.0	0.0	0.0	0.0
RP5-1063M23.3	0.0	0.0	0.0	0.0
RP11-153M7.3	0.0	0.0	0.0	0.0
LINC01365	0.0	0.0	0.0	0.0
RP11-12K22.1	0.0	0.0	0.0	0.0
RP13-884E18.4	0.0	0.0	0.0	0.0
AC004980.8	0.0	0.0	0.0	0.0
RP11-63A11.1	0.0	0.0	0.0	0.0
RP11-432M8.13	0.0	0.0	0.0	0.0
SNHG18	0.0	0.0	0.0	0.0
HMGN1P17	0.0	0.0	0.0	0.0
TUBB8P4	0.0	0.0	0.0	0.0
RP11-46H11.3	0.0	0.0	0.0	0.0
RP11-55L3.1	0.0	0.0	0.0	0.0
ALG1L12P	0.0	0.0	0.0	0.0
RP11-723O4.3	0.0	0.0	0.0	0.0
PRODH2	46.0	0.0	0.0	0.0
RP11-91H12.3	0.0	0.0	0.0	0.0
ZBED3-AS1	1.0	0.0	0.0	0.0
CTC-441N14.4	0.0	0.0	0.0	0.0
RP11-747H12.3	0.0	0.0	0.0	0.0
CTC-293G12.1	0.0	0.0	0.0	0.0
RP11-432M8.2	0.0	0.0	0.0	0.0
MTCO2P30	0.0	0.0	0.0	0.0
RP11-530I17.2	0.0	0.0	0.0	0.0
SERF1AP1	0.0	0.0	0.0	0.0
RP11-447B18.1	0.0	0.0	0.0	0.0
RP11-89B16.2	0.0	0.0	0.0	0.0
DCAF13P2	0.0	0.0	0.0	0.0
RP11-576E20.1	0.0	0.0	0.0	0.0
RP11-91H12.4	0.0	0.0	0.0	0.0
RP11-345F18.1	0.0	0.0	0.0	0.0
CTD-2139B15.4	0.0	0.0	0.0	0.0
PGAM1P12	0.0	0.0	0.0	0.0
HNRNPA3P13	0.0	0.0	0.0	0.0
MFSD4BP1	0.0	0.0	0.0	0.0
RP11-790I12.3	0.0	0.0	0.0	0.0
RP11-11N5.1	0.0	0.0	0.0	0.0
MRPS35P2	0.0	0.0	0.0	0.0
CTD-2232E5.2	0.0	0.0	0.0	0.0
DNM1P17	0.0	0.0	0.0	0.0
KRT18P54	0.0	0.0	0.0	0.0
LSM3P4	0.0	0.0	0.0	0.0
RP11-501C14.5	0.0	0.0	0.0	0.0
RP11-296L20.1	0.0	0.0	0.0	0.0
CTC-806A22.1	0.0	0.0	0.0	0.0
USP17L18	0.0	0.0	0.0	0.0
EPHA5-AS1	68.0	22.0	0.0	0.0
CTD-2020P22.1	0.0	0.0	0.0	0.0
CTD-2083E4.5	0.0	0.0	0.0	0.0
RP11-297B17.3	0.0	0.0	0.0	0.0
RNF138P1	0.0	0.0	0.0	0.0
RP11-269F21.1	0.0	0.0	0.0	0.0
TRIM60P15	0.0	0.0	0.0	0.0
IGBP1P5	0.0	0.0	0.0	0.0
HNRNPKP1	0.0	1.0	0.0	1.0
CTD-2265D6.2	0.0	0.0	0.0	0.0
HMGB1P29	0.0	0.0	0.0	0.0
RP11-663P9.1	0.0	0.0	0.0	0.0
RP11-780O17.1	0.0	0.0	0.0	0.0
CTD-2297D10.1	0.0	0.0	0.0	0.0
